docno,title,img_link,description,ingredients,allergens,price
d230,Raspberry chocolate almonds 170 g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/18258_590x590_2023-590x590.jpg,"A truly unique treat made with the best natural ingredients: caramelised almonds coated in delicate white chocolate with raspberries and dusted with raspberry powder. Our family-run business is proud of its tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great gift ideas in the finest chocolate and elegant gift sets, but also birthday gifts for your loved ones or business partners.","Ingredients: White chocolate 57% (sugar, cocoa butter , milk powder, vanilla extract, emulsifier [ soy lecithin ]), almonds 21%, sugar, cocoa butter , raspberries freeze-dried 3%, acerola concentrate. Cocoa: 36% at least. May contain hazel nuts , shell pieces. Storage Kühl und trocken aufbewahren. Material designation Confiseriespezialität. Ingredients and allergen information about specific pralines and truffles are available here .",,CHF 19.00
d231,Visitandines milk 105g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/17810_590x590_2023-590x590.jpg,"The almonds in this exquisite mini-cake give it its delightful flavour and a hint of butter makes it irresistibly delicate. Individually wrapped, it makes a delicious snack for on-the-go, but at home too it’s a treat that’s always worth taking a break for. The Sprüngli pastries and desserts are prepared fresh for you with natural ingredients in our in-house production facilities Delicacies made from finest Swiss chocolate with fresh fruits or cream from Swiss producers have been delighting our customers for decades. Like our pastries and desserts, our cakes and gateaux are also created by hand with much love. The Confiserie Sprüngli online shop is full of great gift ideas in the finest chocolate, elegant gift sets and personalisable cakes, but also birthday gifts for your loved ones or business partners.","Ingredients: Sugar, butter , egg white (CH)°, almonds , white flour *, acerola powder, table salt, paprika, turmeric. free range *IP-SUISSE-cert.: ProCert Storage Bei Raumtemperatur aufbewahren. Material designation Konfekt.",,CHF 8.50
d232,Bag of Gaufrettes 150g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/18503_590x590_2023-590x590.jpg,"The popular Sprüngli Gaufrettes in a bag: delicious filling made from Swiss chocolate and fine Piedmont hazelnuts in a crunchy wafer roll.Our family-run business is proud of its tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great gift ideas in the finest chocolate and elegant gift sets, but also birthday gifts for your loved ones or business partners.","Ingredients: Sugar, hazel nuts , wheat flour, cocoa mass, cocoa butter , milk powder, cream powder, emulsifier ( soy lecithin ), dried whole egg , sea salt, vanilla, food colouring (caramel coloring). May contain almonds . Storage Kühl und trocken aufbewahren. Material designation Gefüllte Waffeln.",,CHF 18.50
d233,Puff pastry confectionery Palmiers 70 g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/17616_590x590_2023-590x590.jpg,"This delicious traditional puff pastry confectionery is freshly made for you according to Sprüngli’s recipe.Our family-run business is proud of its tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great gift ideas in the finest chocolate and elegant gift sets, but also birthday gifts for your loved ones or business partners.","Ingredients: White flour*, butter , water, sugar, sea salt, acerola powder, barley malt , spelt flour *. *IP-SUISSE-certification: ProCert Storage Bei Raumtemperatur aufbewahren. Material designation Konfekt.",,CHF 7.50
d234,"Almond Cluster milk, in bag (contents 9 pcs.)",https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/16507_590x590_2023-590x590.jpg,"Roasted almond slivers coated in Swiss milk chocolate.With a great deal of love and a passion for perfection, we prepare pralines and truffles by hand fresh daily. Our experience in the production of the finest chocolate specialities makes our pralines and truffles unique. From popular classics like our Number One to modern grand cru truffles, we offer a varied assortment of chocolates. Our family-run business is proud of its tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity.","Ingredients: Almonds 49%, sugar, cocoa butter , milk powder, cocoa mass, butter fat, emulsifier ( soy lecithin ), Bourbon vanilla. May contain hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés. Ingredients and allergen information about specific pralines and truffles are available here .",,CHF 14.00
d235,Caramelised almonds 150g VGN,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/18793_Karamellisierte_Mandeln_150g_neu-590x590.jpg,"These delicious almonds are carefully roasted and caramelised in a copper pot until crunchy.Our family-run business is proud of its tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great gift ideas in the finest chocolate and elegant gift sets, but also birthday gifts for your loved ones or business partners.","Ingredients: Almonds 69%, sugar, water. Storage Kühl und trocken aufbewahren. Material designation Confiseriespezialität.",,CHF 17.00
d236,Tartufi sack 150 g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/18268_590x590_2023-590x590.jpg,"Experience how melt-in-your-mouth hazelnut gianduja and our finest Grand Cru Maracaibo chocolate, 65% cacao, blend together with crunchy Piedmont hazelnut pieces to create the finest tartufi pralines. The tartufi are prepared by hand with masterful skill and passion before being dusted with cocoa powder. A delicious praline creation that’s 100% vegan.With a great deal of love and a passion for perfection, we prepare pralines and truffles by hand fresh daily. Our experience in the production of the finest chocolate specialities makes our pralines and truffles unique. From popular classics like our Number One to modern grand cru truffles, we offer a varied assortment of chocolates. Our family-run business is proud of its tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity.","Ingredients: Sugar, hazel nuts , cocoa butter , cocoa mass, cocoa powder, emulsifier ( soy lecithin ), Bourbon vanilla. May contain almonds , milk . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 17.50
d237,Marron Glacé (contents 10 pcs.),https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/18684_Marron glacé 10 St_-590x590.jpg,Only the finest sweet chestnuts are candied and glazed for this attractively presented speciality that goes by the name of marron glacé. Plenty of loving care goes into creating this speciality by hand. It makes an ideal decoration for gateaux or an exquisite delicacy with coffee or tea. This family-run business has a tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity.,"Ingredients: Chest nuts 55%, sugar, glucose, preservative (potassium sorbate), food acid (citric acid), humectant (sorbitol). Storage Kühl und trocken aufbewahren. Material designation Confiseriespezialität.",,CHF 39.00
d238,Gaufrettes (contents 20 pcs.),https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/10754_590x590_2023-590x590.jpg,"The crispy Gaufrettes from Confiserie Sprüngli are filled with finest chocolate and Piedmont hazelnut pieces.Our family-run business is proud of its tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great gift ideas in the finest chocolate and elegant gift sets, but also birthday gifts for your loved ones or business partners.","Ingredients: Sugar, hazel nuts , wheat flour, cocoa mass, cocoa butter , milk powder, cream powder, emulsifier ( soy lecithin ), egg powder, sea salt, vanilla, food coloring (caramel coloring). May contain almonds . Storage Kühl und trocken aufbewahren. Material designation Gefüllte Waffeln.",,CHF 16.50
d239,Marron Glacé (contents 6 pcs.),https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15772_590x590_2023-590x590.jpg,"Only the finest sweet chestnuts are candied and glazed for this attractively presented speciality that goes by the name of marron glacé. Plenty of loving care goes into creating this speciality by hand. It makes an ideal decoration for gateaux or an exquisite delicacy with coffee or tea. With a great deal of love and a passion for perfection, we prepare pralines and truffles by hand fresh daily. Our experience in the production of the finest chocolate specialities makes our pralines and truffles unique. From popular classics to modern CUBA truffles, we offer a very varied range of chocolates. This family-run business has a tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity.","Ingredients: Chest nuts 55%, sugar, glucose, preservative (potassium sorbate), food acid (citric acid), humectant (sorbitol). Storage Kühl und trocken aufbewahren. Material designation Confiseriespezialität.",,CHF 22.50
d240,Orange Slices 170 g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15288_590x590_2023-590x590.jpg,"Candied orange slices, half-coated in dark chocolate.Our family-run business is proud of its tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great gift ideas in the finest chocolate and elegant gift sets, but also birthday gifts for your loved ones or business partners.","Ingredients: Orange slices glazed 84% (sugar, fruit juice, glucose, oranges, food acid [citric acid], chocolate (cocoa mass, sugar, cocoa butter , emulsifier [ soy lecithin ], Bourbon vanilla). Cocoa: 65% at least. May contain hazel nuts , almonds , milk . Storage Kühl und trocken aufbewahren. Material designation Confiseriespezialität.",,CHF 25.00
d241,Choc Noisettes 170 g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/14958_590x590_2023-590x590.jpg,"Finest caramelised hazelnuts, coated in dark chocolate and a hint of cocoa powder.Our family-run business is proud of its tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great gift ideas in the finest chocolate and elegant gift sets, but also birthday gifts for your loved ones or business partners.","Ingredients: Chocolate 63% (sugar, cocoa butter , milk powder, cocoa mass, butter fat, emulsifier [ soy lecithin ], Bourbon vanilla), hazel nuts 22%, sugar, cocoa powder. May contain almonds . May contain shell pieces. Highlighted ingredients are sensitive. Country of Origin: Switzerland Storage Kühl und trocken aufbewahren. Material designation Confiseriespezialität.",,CHF 19.00
d242,Amandes au Chocolat 170 g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/14959_590x590_2023-590x590.jpg,"The almonds are caramelised with sugar, coated in exquisite chocolate from Maracaibo, Venezuela, 65% cocoa and dusted with fine cocoa powder.Our family-run business is proud of its tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great gift ideas in the finest chocolate and elegant gift sets, but also birthday gifts for your loved ones or business partners.","Ingredients: Chocolate 63% (sugar, cocoa butter , milk powder, cocoa mass, butter fat, emulsifier [ soy lecithin ], Bourbon vanilla), almonds 22%, sugar, cocoa powder. May contain hazel nuts and shell pieces. Storage Kühl und trocken aufbewahren. Material designation Confiseriespezialität.",,CHF 19.00
d243,Rochers blanc et framboise 250 g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/18319_590x590_2023-590x590.jpg,"This crunchy mix unites two reinterpretations of our popular Rochers: In one Rocher, white chocolate meets roasted almonds and roasted, salted pistachios, while in the raspberry Rocher, roasted almond slivers combine with delicate raspberry chocolate to create a fruity, nutty indulgence.Our family-run business is proud of its tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great gift ideas in the finest chocolate and elegant gift sets, but also birthday gifts for your loved ones or business partners.","Ingredients: Almonds 48%, sugar, cocoa butter , milk powder, pistachios , raspberries freeze-dried 0.8%, acerola concentrate, vanilla extract with other natural ingredients, emulsifier ( soy lecithin ), sea salt. May contain hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 37.00
d244,Tartufi 250 g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/18320_590x590_2023-590x590.jpg,"Experience how melt-in-your-mouth hazelnut gianduja and our finest Grand Cru Maracaibo chocolate, 65% cacao, blend together with crunchy Piedmont hazelnut pieces to create the finest tartufi pralines. The tartufi are prepared by hand with masterful skill and passion before being dusted with cocoa powder. A delicious praline creation that’s 100% vegan.Our family-run business is proud of its tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great gift ideas in the finest chocolate and elegant gift sets, but also birthday gifts for your loved ones or business partners.","Ingredients: Hazel nuts , sugar, cocoa butter , cocoa mass, cocoa powder, emulsifier ( soy lecithin ), Bourbon vanilla. May contain almonds , milk . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 31.50
d245,Choc Noisettes 250 g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15812_590x590_2023-590x590.jpg,"Caramelised hazelnuts, enrobed in dark chocolate and dusted with the finest chocolate powder in an elegant gift box.Our family-run business is proud of its tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great gift ideas in the finest chocolate and elegant gift sets, but also birthday gifts for your loved ones or business partners.","Ingredients: Chocolate 63% (sugar, cocoa butter , milk powder, cocoa mass, butter fat, emulsifier [ soy lecithin ], Bourbon vanilla), hazel nuts 22%, sugar, cocoa powder. May contain almonds and shell pieces. Storage Kühl und trocken aufbewahren. Material designation Confiseriespezialität.",,CHF 35.00
d246,Choc-Oranges 230g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15813_590x590_2023-590x590.jpg,"Candied orange sticks, covered in crushed nuts and dark chocolate.Our family-run business is proud of its tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great gift ideas in the finest chocolate and elegant gift sets, but also birthday gifts for your loved ones or business partners.","Ingredients: Chocolate 52% (sugar, cocoa mass, cocoa butter , emulsifier [ soy lecithin ], Bourbon vanilla), candied orange peels 39% (orange peels, sugar, glucose, water, food acid [citric acid]), almonds . May contain hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Confiseriespezialität.",,CHF 29.00
d247,Gaufrettes (contents 33 pcs.),https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15810_590x590_2023-590x590.jpg,"In the style of Zürcher Hüppen, gaufrettes are crunchy wafer rolls filled with finest hazelnut gianduja and crispy Piedmont hazelnut bits. Our family-run business is proud of its tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great gift ideas in the finest chocolate and elegant gift sets, but also birthday gifts for your loved ones or business partners.","Ingredients: Sugar, hazel nuts , wheat flour, cocoa mass, cocoa butter , milk powder, cream powder, emulsifier ( soy lecithin ), egg powder, sea salt, vanilla, food coloring (caramel colouring). May contain almonds . Storage Kühl und trocken aufbewahren. Material designation Gefüllte Waffeln.",,CHF 38.50
d248,Orange Carrés 280g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15977_590x590_2023-590x590.jpg,"Thin squares of sumptuous dark chocolate with an extra-smooth orange centre.Our family-run business is proud of its tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great gift ideas in the finest chocolate and elegant gift sets, but also birthday gifts for your loved ones or business partners.","Ingredients: Sugar, cocoa mass, water, glucose, cocoa butter , food acid (citric acid), natural orange oil 0.4%, coconut fat, emulsifier ( soy lecithin ), fruit juice, oranges 0.1%, Bourbon vanilla, vegetable oil (sunflower, coconut, palm kernel), humectant (sorbitol), preservative (potassium sorbate), food coloring (carmine, carotene). May contain almonds , hazel nuts . Highlighted ingredients are sensitive. Country of Origin: Switzerland Storage Kühl und trocken aufbewahren. Material designation Confiseriespezialität.",,CHF 31.00
d249,Amandes au Chocolat 250 g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15811_590x590_2023-590x590.jpg,"Roasted almonds, caramelised with sugar and enrobed in the finest chocolate from Maracaibo, Venezuela, 65% cocoa. The chocolate almonds are dusted with the finest cocoa powder.Our family-run business is proud of its tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great gift ideas in the finest chocolate and elegant gift sets, but also birthday gifts for your loved ones or business partners.","Ingredients: Chocolate 63% (sugar, cocoa butter , milk powder, cocoa mass, butter fat, emulsifier [ soy lecithin ], Bourbon vanilla), almonds 21%, sugar, cocoa powder. May contain almonds and shell pieces. Storage Kühl und trocken aufbewahren. Material designation Confiseriespezialität.",,CHF 32.00
d250,Carrés Nougat 280g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15978_590x590_2023-590x590.jpg,"Thin squares of sumptuous dark chocolate with a crunchy nougat centre. Our family-run business is proud of its tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great gift ideas in the finest chocolate and elegant gift sets, but also birthday gifts for your loved ones or business partners.","Ingredients: Sugar, cocoa mass, almonds 13%, cocoa butter , milk powder, emulsifier ( soy lecithin ), butter fat, Bourbon vanilla. May contain hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Confiseriespezialität.",,CHF 31.00
d251,Amandes au Chocolat Framboise 250g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/18744_590x590_2023-590x590.jpg,"A truly unique treat made with the best natural ingredients: caramelised almonds coated in delicate white chocolate with raspberries and dusted with raspberry powder.Our family-run business is proud of its tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great gift ideas in the finest chocolate and elegant gift sets, but also birthday gifts for your loved ones or business partners.","Ingredients: White chocolate 57% (sugar, cocoa butter , milk powder, vanilla extract, emulsifier [ soy lecithin ]), almonds 21%, sugar, cocoa butter , raspberries freeze-dried 3%, acerola concentrate. Cocoa: 36% at least. May contain hazel nuts , shell pieces. Storage Kühl und trocken aufbewahren. Material designation Confiseriespezialität.",,CHF 29.00
d252,Kirschstängeli 14 pcs.,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/18513_590x590_2023_neu-590x590.jpg,"Fine Z’GRAGGEN Kirsch made from select, ripe Swiss cherries, with a classic sugar glaze, are covered in our exquisite Grand Cru Maracaibo chocolate, Venezuela, cacao 65%. Our Kirschstängeli are made with the utmost care from exquisite natural ingredients, which we meticulously prepare by hand using traditional methods.","Ingredients: Sugar, kirsch 16%, cocoa mass, water, cocoa butter , Bourbon vanilla. May contain almonds , hazel nuts and milk . Storage Kühl und trocken aufbewahren. Material designation Confiseriespezialität.",,CHF 35.00
d253,Cinnamon Star Pralines 5 pcs,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/product/18015-590x590.jpg,"Try this popular Christmas composition and experience the indulgent interplay of milk and dark chocolate, mouth-watering cream ganache and spicy Ceylon cinnamon. Both the finely tuned flavours and festive gold appearance make this speciality an indulgent feast for all the senses.With a great deal of love and a passion for perfection, we prepare pralines and truffles by hand fresh daily. Our experience in the production of the finest chocolate specialities makes our pralines and truffles unique. From popular classics like our Number One to modern grand cru truffles, we offer a varied assortment of chocolates. This family-run business has a tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great ideas for Christmas gifts made from the finest chocolate, elegant gift sets, nostalgic Advent calendars and Christmas confectionery, for unforgettable moments of indulgence.","Ingredients: Sugar, cocoa butter , cream , cocoa mass, milk powder, humectant (sorbitol), butter , hazel nuts , cinnamon 0.3%, emulsifier ( soy lecithin ), Bourbon vanilla, vanilla extract with other natural ingredients, fleur de sel, vanillin, food coloring (iron oxide). May contain almonds . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 11.00
d254,Star-shaped Chocolate Bar white 150 g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/product/18038_2021-590x590.jpg,"Star made from creamy white chocolate, refined with caramelised almonds.This family-run business has a tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great ideas for Christmas gifts made from the finest chocolate, elegant gift sets, nostalgic Advent calendars and Christmas confectionery, for unforgettable moments of indulgence.","Ingredients: Sugar, cocoa butter , almonds 14%, milk powder, vanilla extract with other natural ingredients, cinnamon, emulsifier ( soy lecithin ), cinnamon bark oil. Cocoa: 36% at least. May contain hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Weisse Schokolade mit Mandeln und Zimt.",,CHF 19.00
d255,Amaretti Kirsch 60g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/17866_590x590_2023-590x590.jpg,"The bittersweet temptation – finest almond cookies filled with a light kirsch cream and dipped in dark grand cru chocolate, Maracaibo 65%.Our family-run business is proud of its tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great gift ideas in the finest chocolate and elegant gift sets, but also birthday gifts for your loved ones or business partners.","Ingredients: Sugar, coconut fat, butter , egg white (CH)°, almonds 8%, cocoa mass, kirsch 5%, cocoa butter , bitter almonds , 1.8%, humectant (sorbitol), starch, palm oil cert., emulsifier ( soy lecithin ), Bourbon vanilla. May contain hazel nuts . free range Storage Kühl und trocken aufbewahren. Material designation Amaretti.",,CHF 7.00
d256,Amaretti Champagne 70 g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/17865_590x590_2023-590x590.jpg,"The Amaretti Champagne with a creamy core of gorgeously smooth chocolate ganache and champagne is finished and drizzled with finest dark chocolate.Our family-run business is proud of its tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great gift ideas in the finest chocolate and elegant gift sets, but also birthday gifts for your loved ones or business partners.","Ingredients: Sugar, cocoa mass, cream , cocoa butter , egg white (CH)°, almonds 7%, Cognac Fine Champagne 3%, glucose, bitter almonds 1.6%, butter , humectant (sorbitol), starch, palm oil cert., Perrier-Jouët Champagne 0.2% (antioxidant [ sulfur dioxide ]), emulsifier ( soy lecithin ), Bourbon vanilla. May contain hazel nuts . free range Storage Kühl und trocken aufbewahren. Material designation Amaretti.",,CHF 8.00
d257,Amaretti Kirsch 115g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/14430_590x590_2023-590x590.jpg,"Finest almond cookies filled with a light kirsch cream and dipped in dark grand cru chocolate, Maracaibo 65%.Our family-run business is proud of its tradition stretching back over 180 years. Even today many specialities are produced by hand. Such skilled craftsmanship requires a team of specialists that lets the traditional recipes mature over the decades and leads the way into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great gift ideas in the finest chocolate and elegant gift sets, but also birthday gifts for your loved ones or business partners.","Ingredients: Sugar, coconut fat, butter , egg white (CH)°, almonds 8%, cocoa mass, cocoa butter , kirsch 4%, bitter almonds 2%, humectant (sorbitol), starch, palm oil cert., emulsifier ( soy lecithin ), Bourbon vanilla. May contain hazel nuts . free range Storage Kühl und trocken aufbewahren. Material designation Amaretti.",,CHF 16.50
d258,Quince Loops 140g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/18001_-_Quitten-Schlingen_140_g (1)-590x590.jpg,"This popular Zurich Christmas speciality made of quince jelly is elaborately hand-made every Advent according to Sprüngli’s own special recipe. Try our new recipe.The art of handcrafted confectionery is the passion of Confiserie Sprüngli and has a tradition of more than 180 years in the family-owned company. This craftsmanship requires a team of specialists that allows the traditional recipes to mature over the decades and leads into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great ideas for Christmas gifts made from the finest chocolate, elegant gift sets, nostalgic Advent calendars and Christmas confectionery, for unforgettable moments of indulgence.","Ingredients: Sugar, quince pulp 26%, glucose, food acid (citric acid), gelling agent (pectin), stabiliser (polyphosphates), food coloring (carmine, carotene). Storage Kühl und trocken aufbewahren. Material designation Fruchtgelée.",,CHF 22.00
d259,Amaretti Champagne 155g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/18739_590_590_2023-590x590.jpg,"The Amaretti Champagne with a creamy core of gorgeously smooth chocolate ganache and champagne is finished and drizzled with finest dark chocolate.The art of handcrafted confectionery is the passion of Confiserie Sprüngli and has a tradition of more than 180 years in the family-owned company. This craftsmanship requires a team of specialists that allows the traditional recipes to mature over the decades and leads into the future with the necessary creativity. The Confiserie Sprüngli online shop is full of great gift ideas in the finest chocolate and elegant gift sets, but also birthday gifts for your loved ones or business partners.","Ingredients: Sugar, cocoa mass, cream , egg white (CH)°, cocoa butter , almonds 7%, Cognac Fine Champagne 2.5%, bitter almonds 1.5%, glucose, humectant (sorbitol), starch, Perrier-Jouët Champagne 0.2% (antioxidant [ sulfur dioxide ]), palm oil cert., emulsifier ( soy lecithin ), Bourbon vanilla. May contain hazel nuts . free range Storage Kühl und trocken aufbewahren. Material designation Amaretti.",,CHF 19.00
d260,myGingerbread Donkey 145g,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/product/331881_590x590_2022_b-590x590.jpg,The cute gingerbread donkey is meticulously created by hand from fine honey gingerbread and refined with choice spices and a delicious almond filling. The loving hand-made decoration makes each gingerbread donkey unique.,"Ingredients: Sugar, almonds , white flour *, honey (MX), rye flour*, glucose, humectant (sorbitol, invertase), milk , egg s (CH)°, invert sugar, rice flour, candied lemon peel, scented water (orange blossom), spices, candied orange peel, oranges, glazing agent (acacia), natural orange flavor, food acid (citric acid), apple juice concentrate, table salt, glazing agent (acacia), food coloring (carotene, vegetable carbon, copper complexes of chlorophylls, carmine, curcumin). free range *IP-SUISSE-cert.: ProCert Storage Kühl und trocken aufbewahren. Material designation Biberspezialität.",,CHF 19.00
